target,identified,v_limits,e_v_center,Lya_v,Lya_W,e_Lya_W,Na,e_Na,b,e_b,W,e_W,comment,z_target,RAdeg_target,DEdeg_target,type,glon,glat,z,program PI,program #,obsid,"SN(N=1238,C=1548,O=1031)",calver,nightonly,IGMPARS,FPN
3C309.1,,,,,,,,,,,,,,,,,QSO,109.98,42.1,0.905,Bowen,12486,"LBP240,45",SN=N:13.8,v3.0,nightonly=TODO,IGMPARS=no,FPN=no
RBS563,Lya,"5049, 5153",7,5111,117,11,2.60E+13,2.87E+12,36.8,3.4,61.3,5.7,blended with 5178,0.069,,,Sey,272.25,-39.23,0.069,Howk,11692,LB3J04,"SN=N:13.7,C:8.8",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
RBS563,Lya,"5153, 5305",1,5178,168,14,3.74E+13,3.48E+12,56.7,2.9,94.4,4.9,blended with 5111,0.069,,,Sey,272.25,-39.23,0.069,Howk,11692,LB3J04,"SN=N:13.7,C:8.8",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
RBS563,Lya,"7428, 7620",1,7529,471,11,1.95E+14,1.22E+13,51.4,2.2,85.6,3.7,slightly blended with 7659,0.069,,,Sey,272.25,-39.23,0.069,Howk,11692,LB3J04,"SN=N:13.7,C:8.8",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
RBS563,Lya,"7620, 7704",1,7659,80,10,1.70E+13,2.32E+12,30.2,2.2,50.3,3.7,slightly blended with 7529,0.069,,,Sey,272.25,-39.23,0.069,Howk,11692,LB3J04,"SN=N:13.7,C:8.8",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
PG1049-005,yes,,,,,,,,,,,,no Lya,0.3599,,,QSO,252.28,49.88,0.3599,Tumlinson,12248,LBHO53,"SN=N:13.7,C:13.1",v3.2.1,nightonly=TODO,IGMPARS=yes,FPN=yes
PG1049-005,yes,,,,,,,,,,,,no Lya,0.3599,,,QSO,252.28,49.88,0.3599,Tumlinson,12248,LBHO53,"SN=N:13.7,C:13.1",v3.2.1,nightonly=TODO,IGMPARS=yes,FPN=yes
RBS1027,,,,,,,,,,,,,,,,,176.293,30.788,Sey1.5,0.0596,IC2957,176.404,31.3,S0-a,1776,49,22,16.1
PG1544+489,,,,,,,,,,,,,,,,,QSO,77.78,50.2,0.40138,Bowen,8625,O62Q07-08,SN=O:2.3,vXXX,nightonly=NONE,IGMPARS=no,FPN=stis
HS1302+2510,Lya,"324, 510",2,438,422,36,1.26E+14,1.71E+13,62.4,2.5,103.9,4.2,hard to fit,0.605,,,QSO,357.37,86.26,0.605,Putman,13382,LCD907,SN=N:13.6,v3.0,nightonly=done,IGMPARS=yes,FPN=yes
PG1351+640,,,,,,,,,,,,,,,,,QSO,111.89,52.02,0.0882,Veilleux,12569,LBP413,"SN=N:13.4,O:17.1",v3.0,nightonly=TODO,IGMPARS=prt,FPN=no
RX_J1054.2+3511,Maybe,"634, 764",5,703,184,39,4.43E+13,1.16E+13,54.7,3.1,91,5.1,"no marked, weak",0.2047,,,QSO,187.76,63.78,0.20466,Wakker,14772,LD5Z19,SN=N:13.3,v3.1.8,nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J1054.2+3511,Lya,"7279, 7385",1,7329,95,14,2.02E+13,3.40E+12,43,1.8,71.6,2.9,weak,0.2047,,,QSO,187.76,63.78,0.20466,Wakker,14772,LD5Z19,SN=N:13.3,v3.1.8,nightonly=TODO,IGMPARS=yes,FPN=yes
RBS1483,,,,,,,,,,,,,,,,,Sey,94.8,49.12,0.0781,Wakker,12276,LBI612,SN=N:13.3,v3.0,nightonly=TODO,IGMPARS=prt,FPN=no
HE0435-5304,Lya,"1438, 1570",1,1512,229,13,6.07E+13,4.51E+12,41,3.1,68.2,5.2,"blended with Lya@1633, 1690",0.4262,,,QSO,261.02,-41.37,0.42616,Green,11520,LB4R06-07,"SN=N:13.3,C:10.5",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
HE0435-5304,Lya,"1570, 1672",7,1633,231,10,6.36E+13,4.29E+12,38.2,1.8,63.6,3,"blended with Lya@1512, 1690",0.4262,,,QSO,261.02,-41.37,0.42616,Green,11520,LB4R06-07,"SN=N:13.3,C:10.5",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
HE0435-5304,Lya,"1672, 1780",5,1690,193,11,5.24E+13,4.00E+12,35.3,3.2,58.8,5.4,blended with Lya@1633,0.4262,,,QSO,261.02,-41.37,0.42616,Green,11520,LB4R06-07,"SN=N:13.3,C:10.5",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
HE0435-5304,Lya,"3875, 3999",4,3936,88,14,1.82E+13,3.02E+12,42.3,2.9,70.5,4.9,in SALT sample,0.4262,,,QSO,261.02,-41.37,0.42616,Green,11520,LB4R06-07,"SN=N:13.3,C:10.5",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J1212.2+2803,Lya,"696, 870",1,788,433,20,1.93E+14,2.67E+13,47.8,2.6,79.5,4.3,slightly saturated,0.1676,,,Sey,204.52,81.28,0.16758,Wakker,14772,LD5Z30,SN=N:13.2,v3.1.8,nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J1212.2+2803,Lya,"2620, 2750",1,2680,194,15,4.63E+13,4.55E+12,46,1.9,76.6,3.2,blended?,0.1676,,,Sey,204.52,81.28,0.16758,Wakker,14772,LD5Z30,SN=N:13.2,v3.1.8,nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J1212.2+2803,Lya,"3702, 3826",3,3761,236,14,7.68E+13,6.83E+12,31.4,3.8,52.4,6.4,,0.1676,,,Sey,204.52,81.28,0.16758,Wakker,14772,LD5Z30,SN=N:13.2,v3.1.8,nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J0053.7+2232,,,,,,,,,,,,,,,,,QSO,123.64,-40.33,0.148,Lehner,14268,LCXV20,"SN=N:13.2,C:9.7",v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
UVQSJ210956.11-504209.3,,,,,,,,,,,,,,,,,QSO,347.74,-42.31,1.2621,Muzahid,14655,XXX,SN=9,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ140854.20+565743.0,no,,,,,,,,,,,,,,,,QSO,103.47,57.14,0.336,Borthakur,13314,XXX,SN=13,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ140626.60+250921.0,,,,,,,,,,,,,,,,,QSO,30.47,73.07,0.8678,Chen,14145,XXX,SN=9,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ131447.10+260623.0,,,,,,,,,,,,,,,,,Sey,23.17,84.68,0.072,Borthakur,14071,XXX,SN=13,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ112632.90+120437.0,no,,,,,,,,,,,,,,,,QSO,245.88,65.05,0.977,Borthakur,13314,XXX,SN=13,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SBS1342+560,,,,,,,,,,,,,,,,,QSO,108,59.77,0.941,Borthakur,13314,XXX,SN=13,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SBS1337+542,,,,,,,,,,,,,,,,,Sey,107.99,61.8,0.295,Borthakur,13314,XXX,SN=13,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
RX_J1619.6+2543,,,,,,,,,,,,,,,,,QSO,43.59,43.7,0.268,Tejos,13832,XXX,SN=9,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
RX_J1544.5+2827,Lya,"2074, 2154",3,2111,70,17,1.50E+13,3.90E+12,26.3,2.5,43.9,4.1,,0.2314,,,QSO,45.32,51.91,0.23137,Cooke,13423,LC9W08,SN=N:13.0,v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J1544.5+2827,Lya,"6590, 6684",1,6632,100,15,2.26E+13,3.80E+12,30.4,2.6,50.6,4.3,,0.2314,,,QSO,45.32,51.91,0.23137,Cooke,13423,LC9W08,SN=N:13.0,v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J1544.5+2827,Lya,"9570, 9696",1,9642,188,14,4.92E+13,4.63E+12,35.3,3.1,58.7,5.2,blended a bit with Lya@9759,0.2314,,,QSO,45.32,51.91,0.23137,Cooke,13423,LC9W08,SN=N:13.0,v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J1544.5+2827,Lya,"9698, 9802",1,9759,184,13,4.69E+13,4.21E+12,35.2,2.4,58.7,4,blended with Lyb,0.2314,,,QSO,45.32,51.91,0.23137,Cooke,13423,LC9W08,SN=N:13.0,v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
PG2233+134,,,,,,,,,,,,,,,,,QSO,79.9,-37.59,0.325,Cooke,13423,XXX,SN=13,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
PG1718+481,,,,,,,,,,,,,,,,,QSO,74.38,34.83,1.084,Burles,7292,"O4VA00-02,O65608,O6CT39","SN=C:13.0,O:2.1",vXXX,nightonly=NONE,IGMPARS=no,FPN=stis
KUG1240+359,no,,,,,,,,,,,,,,,,QSO,134.16,81.29,0.547,Chen,14145,XXX,SN=9,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ015952.95+134554.3,Lya,"3486, 3558",1,3524,47,15,1.01E+13,3.29E+12,18.5,5.1,30.8,8.5,weak,0.5038,,,QSO,147.16,-45.86,0.50378,Heckman,12603,LBS323,SN=N:12.9,v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
SDSSJ015952.95+134554.3,Lya,"4628, 4768",1,4706,231,17,6.45E+13,6.41E+12,38.8,2.7,64.6,4.5,blended with OVI,0.5038,,,QSO,147.16,-45.86,0.50378,Heckman,12603,LBS323,SN=N:12.9,v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
SDSSJ015952.95+134554.3,Lya,"9687, 9781",1,9741,58,15,1.17E+13,3.23E+12,37.5,2.8,62.4,4.7,weak,0.5038,,,QSO,147.16,-45.86,0.50378,Heckman,12603,LBS323,SN=N:12.9,v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
1H1613-097,,,,,,,,,,,,,,,,,Sey,3.53,28.46,0.06496,Fox,13448,LC8Y14,"SN=N:12.9,C:14.1",v3.0,nightonly=done,IGMPARS=yes,FPN=yes
KAZ447,,,,,,,,,,,,,,,,,Sey,91.27,36.37,0.07732,Wakker,12276,LBI618,SN=N:12.8,v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ114646.00+371511.0,Lya,"849, 963",1,873,267,16,1.20E+14,1.68E+13,32.1,5.3,53.4,8.8,blended with Lya@980,0.2959,,,QSO,172.3,73.02,0.29586,Wakker,14772,LD5Z35,SN=N:12.5,v3.1.8,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ114646.00+371511.0,Lya,"963, 1047",1,980,226,11,1.03E+14,1.73E+13,26.8,2.7,44.7,4.4,"blended with Lya@873, saturated",0.2959,,,QSO,172.3,73.02,0.29586,Wakker,14772,LD5Z35,SN=N:12.5,v3.1.8,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ114646.00+371511.0,Lya,"3020, 3148",3,3085,185,14,4.50E+13,4.10E+12,39.5,2.4,65.8,4.1,possibly blended?,0.2959,,,QSO,172.3,73.02,0.29586,Wakker,14772,LD5Z35,SN=N:12.5,v3.1.8,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ114646.00+371511.0,Lya,"6663, 6735",1,6698,41,12,8.18E+12,2.63E+12,25.3,3.4,42.1,5.6,"blended with SiII, weak",0.2959,,,QSO,172.3,73.02,0.29586,Wakker,14772,LD5Z35,SN=N:12.5,v3.1.8,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ101622.60+470643.0,no,,,,,,,,,,,,,0.8222,,,QSO,169.03,53.74,0.82222,Tumlinson,"1,159,813,033","LB5N07,LC1C14,24","SN=N:12.5,C:10.7","v3.1.1,3.0",nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J1017.5+4702,Lya,"577, 683",1,629,71,20,1.46E+13,4.42E+12,38.9,3.7,64.7,6.2,very weak,0.3354,,,QSO,169.03,53.95,0.33543,Borthakur,13314,LC9M04,SN=N:12.5,v3.1.7,nightonly=TODO,IGMPARS=yes,FPN=yes
SBS1458+535,,,,,,,,,,,,,,,,,QSO,89.62,54.69,0.338,Wakker,12276,LBI611,SN=N:12.4,v3.0,nightonly=TODO,IGMPARS=prt,FPN=no
HS1111+4309,,,,,,,,,,,,,,,,,QSO,168.02,64.73,0.44204,Wakker,14772,LD5Z07,SN=N:12.4,v3.1.8,nightonly=TODO,IGMPARS=yes,FPN=yes
HE1159-1338,,,,,,,,,,,,,,,,,QSO,285.11,47.24,0.506,Wakker,12275,"LBH415,65",SN=N:12.4,v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
SBS1624+575,,,,,,,,,,,,,,,,,Sey,87.35,42,0.06703,Wakker,12276,LBI616,SN=N:12.2,v3.0,nightonly=TODO,IGMPARS=prt,FPN=no
RBS1089,no,,,,,,,,,,,,,0.3435,,,QSO,278.25,69.38,0.34351,Putman,11698,LB1V01,SN=N:12.2,v3.1.1,nightonly=TODO,IGMPARS=no,FPN=no
NGC6090,,,,,,,,,,,,,,,,,Gal:Sd,81.39,45.21,0.03023,Leitherer,12173,LBII03,SN=N:12.1,v3.1.1,nightonly=TODO,IGMPARS=no,FPN=no
MRK486,,,,,,,,,,,,,,,,,Sey,86.92,49.39,0.03893,Wakker,12276,LBI607,"SN=N:12.1,O:1.9",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
UVQSJ130808.98-455417.9,no,,,,,,,,,,,,,,,,QSO,305.97,16.87,0.3323,Lehner,15313,XXX,SN=9,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ150952.20+111047.0,,,,,,,,,,,,,,,,,Sey,13.59,53.81,0.28494,Gnat,12614,LBS101-05,SN=N:12.0,v3.0,nightonly=done,IGMPARS=yes,FPN=none
SDSSJ141038.40+230447.0,,,,,,,,,,,,,,,,,QSO,24.57,71.64,0.7958,Tejos,12958,LBXX01-03,"SN=N:11.3,C:15.4",v3.0,nightonly=done,IGMPARS=yes,FPN=t_im_ID
SDSSJ130101.90+130227.0,no,,,,,,,,,,,,,,,,QSO,312.46,75.73,0.417,Burchett,15227,XXX,SN=9,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ125901.70+413055.0,,,,,,,,,,,,,,,,,QSO,117.24,75.53,0.744,Tejos,13833,XXX,SN=9,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ115709.80+090607.0,,,,,,,,,,,,,,,,,Sey,264.97,67.88,0.305,Borthakur,14071,XXX,SN=9,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ110236.70+052117.0,,,,,,,,,,,,,,,,,QSO,248.1,56.16,0.499,Borthakur,13314,XXX,SN=12,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ102056.30+100333.0,,,,,,,,,,,,,,,,,QSO,231.35,50.69,0.609,Borthakur,13314,XXX,SN=12,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ095243.00+515121.0,,,,,,,,,,,,,,,,,QSO,163.93,48.54,0.862,Tejos,13833,XXX,SN=9,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ093001.90+284858.0,,,,,,,,,,,,,,,,,QSO,198.47,45.84,0.487,Heckman,12603,XXX,SN=8,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
MRK1253,,,,,,,,,,,,,,,,,Sey,246.7,42.36,0.049,Bregman,13347,XXX,SN=6,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
IC909,,,,,,,,,,,,,,,,,Sey,22.25,78.57,0.027,Burchett,15227,XXX,SN=6,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
RBS390,,,,,,,,,,,,,,,,,QSO,180.54,-47.54,0.08014,Tumlinson,12248,LBHO70,"SN=N:11.7,C:12.3",v3.0,nightonly=TODO,IGMPARS=no,FPN=no
MRK1447,,,,,,,,,,,,,,,,,Sey,152.2,62.69,0.09558,Wakker,14772,LD5Z11,SN=N:11.7,v3.1.8,nightonly=TODO,IGMPARS=yes,FPN=yes
TON151,,,,,,,,,,,,,,,,,Sey,56.93,84.13,0.03779,Green,11522,LB6202,SN=N:11.6,v3.1.1,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ111908.70+254505.0,,,,,,,,,,,,,,,,,QSO,211.5,69.32,0.57967,Wakker,14772,LD5Z34,SN=N:11.5,v3.2.1,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ091728.60+271951.0,Lya,"1685, 1787",7,1727,68,22,1.39E+13,4.84E+12,38.9,4.4,64.7,7.3,"weak, broad",0.0756,,,Sey,199.72,42.82,0.07564,Borthakur,14071,LCX202,SN=N:11.4,v3.1.1,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ091728.60+271951.0,Lya,"1977, 2063",3,2028,99,18,2.29E+13,4.76E+12,29.2,4.6,48.6,7.7,weak,0.0756,,,Sey,199.72,42.82,0.07564,Borthakur,14071,LCX202,SN=N:11.4,v3.1.1,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ091728.60+271951.0,Lya,"5854, 5964",7,5920,102,18,2.22E+13,4.42E+12,38.6,2.6,64.3,4.3,,0.0756,,,Sey,199.72,42.82,0.07564,Borthakur,14071,LCX202,SN=N:11.4,v3.1.1,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ091728.60+271951.0,Lya,"6984, 7238",8,7141,384,25,9.40E+13,7.72E+12,83,3.9,138.2,6.5,blended with Lya@7282,0.0756,,,Sey,199.72,42.82,0.07564,Borthakur,14071,LCX202,SN=N:11.4,v3.1.1,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ091728.60+271951.0,Lya,"7238, 7376",1,7282,284,17,9.64E+13,9.53E+12,37.6,3,62.6,4.9,blended with Lya@7141,0.0756,,,Sey,199.72,42.82,0.07564,Borthakur,14071,LCX202,SN=N:11.4,v3.1.1,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ091728.60+271951.0,Lya,"8072, 8130",1,8102,41,13,8.37E+12,2.88E+12,21.5,3.2,35.7,5.3,weak,0.0756,,,Sey,199.72,42.82,0.07564,Borthakur,14071,LCX202,SN=N:11.4,v3.1.1,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ091728.60+271951.0,Lya,"9758, 9884",10,9814,103,18,2.21E+13,4.18E+12,43.4,2.8,72.2,4.7,weak,0.0756,,,Sey,199.72,42.82,0.07564,Borthakur,14071,LCX202,SN=N:11.4,v3.1.1,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ082024.20+233450.0,h:Lya,"3890, 3960",6,3928,110,13,2.66E+13,3.85E+12,24.4,1.9,40.7,3.2,blended with h:Lyb,0.4706,,,QSO,199.8,29.42,0.47056,Tumlinson,11598,LB5N17,"SN=N:11.4,C:8.5",v3.1.1,nightonly=TODO,IGMPARS=prt,FPN=no
SDSSJ082024.20+233450.0,h:Lya,"4074, 4144",1,4081,95,13,2.17E+13,3.57E+12,26.8,2.4,44.7,4,blended with h:Lyb,0.4706,,,QSO,199.8,29.42,0.47056,Tumlinson,11598,LB5N17,"SN=N:11.4,C:8.5",v3.1.1,nightonly=TODO,IGMPARS=prt,FPN=no
SDSSJ082024.20+233450.0,h:Lya,"4146, 4280",1,4210,258,16,8.36E+13,8.69E+12,35.2,3.1,58.6,5.1,blended with h:Lya@4081,0.4706,,,QSO,199.8,29.42,0.47056,Tumlinson,11598,LB5N17,"SN=N:11.4,C:8.5",v3.1.1,nightonly=TODO,IGMPARS=prt,FPN=no
MRK259,,,,,,,,,,,,,,,,,Gal:BCG,101.24,71.59,0.02795,Green,11522,LB6204,SN=N:11.4,v3.1.1,nightonly=TODO,IGMPARS=no,FPN=no
LBQS1216+1032,no,,,,,,,,,,,,,0.5427,,,QSO,276.9,71.47,0.54269,Putman,11698,LB1V09,SN=N:11.4,v3.1.1,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ150928.30+070235.0,,,,,,,,,,,,,,,,,QSO,7.8,51.61,0.41878,Heckman,12603,LBS317,SN=N:11.3,v3.0,nightonly=done,IGMPARS=yes,FPN=yes
TON1364,,,,,,,,,,,,,,,,,QSO,186.06,67.76,0.34681,Wakker,14772,LD5Z37,SN=N:11.2,v3.1.8,nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J1154.1+2521,,,,,,,,,,,,,,,,,QSO,217.54,77.04,0.33664,Wakker,14772,LD5Z27,SN=N:11.2,v3.1.8,nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J1140.1+4115,,,,,,,,,,,,,,,,,Sey,164.42,69.65,0.07132,Wakker,14772,LD5Z23,SN=N:11.1,v3.2.1,nightonly=TODO,IGMPARS=yes,FPN=yes
UVQSJ100826.52-273544.3,,,,,,,,,,,,,,,,,QSO,264.09,22.73,0.3076,Burchett,15227,XXX,SN=7,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
TON133,,,,,,,,,,,,,,,,,QSO,124.55,86.7,0.653,Putman,13382,XXX,SN=7,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ160709.80+133419.0,,,,,,,,,,,,,,,,,Sey,26.52,42.48,0.209,Ellison,13774,XXX,SN=9,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ133843.50+243003.0,,,,,,,,,,,,,,,,,Sey,21.69,79.04,0.055,Burchett,15227,XXX,SN=8,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ132222.70+464535.0,,,,,,,,,,,,,,,,,QSO,107.71,69.44,0.375,Tumlinson,"1,159,813,033",XXX,SN=7,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ115412.10+463552.0,no,,,,,,,,,,,,,,,,QSO,149.27,67.5,0.641,Bordoloi,13852,XXX,SN=8,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ101541.10+594445.0,,,,,,,,,,,,,,,,,QSO,151.15,47.96,0.527,Bordoloi,13852,XXX,SN=9,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ095823.50+065506.0,,,,,,,,,,,,,,,,,QSO,231.04,44.29,0.346,Burchett,15227,XXX,SN=7,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
SDSSJ095240.20+515250.0,,,,,,,,,,,,,,,,,QSO,163.9,48.53,0.553,Tejos,13833,XXX,SN=8,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
RX_J0826.5+0742,,,,,,,,,,,,,,,,,QSO,216.89,24.63,0.31066,Tumlinson,12248,LBHO58,"SN=N:11.0,C:8.0",v3.0,nightonly=TODO,IGMPARS=prt,FPN=no
RBS799,,,,,,,,,,,,,,,,,Sey,225.37,43.54,0.139,Tumlinson,12248,XXX,SN=9,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
PKS0537-441,,,,,,,,,,,,,,,,,QSO,250.08,-31.09,0.894,Chen,15163,XXX,SN=8,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
IRAS13224-3809-POS1,,,,,,,,,,,,,,,,,QSO,310.19,23.98,0.065,Lehner,15313,XXX,SN=6,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
HS1453+2802,,,,,,,,,,,,,,,,,QSO,41.7,62.41,0.249,"Cooke,Tejos","1,342,315,293",XXX,SN=9,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
HS0946+4845,,,,,,,,,,,,,,,,,QSO,168.96,49.1,0.59,Tumlinson,"1,159,813,033",XXX,SN=7,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
FIRST_J16595+3735,,,,,,,,,,,,,,,,,QSO,61.02,37.52,0.775,"Heckman,Kacprzak,Nestor","125,931,386,214,264",XXX,SN=9,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
ESO499-G41,,,,,,,,,,,,,,,,,Sey,260.42,25.84,0.012,Bregman,13347,XXX,SN=9,vXXX,nightonly=TODO,IGMPARS=no,FPN=no
CSO1245,Lya,"1143, 1199",1,1178,74,16,1.67E+13,4.41E+12,23.7,4.4,39.4,7.4,,1.0154,,,QSO,154.69,70.7,1.01545,Wakker,14772,LD5Z06,SN=N:11.0,v3.1.8,nightonly=TODO,IGMPARS=yes,FPN=yes
CSO1245,Lya,"3180, 3262",1,3228,98,17,2.33E+13,4.63E+12,28.5,3.7,47.5,6.1,slightly blended with Lye,1.0154,,,QSO,154.69,70.7,1.01545,Wakker,14772,LD5Z06,SN=N:11.0,v3.1.8,nightonly=TODO,IGMPARS=yes,FPN=yes
CSO1245,Lya,"5568, 5610",5,5590,33,13,6.90E+12,2.93E+12,17.9,1.7,29.8,2.9,extremely weak,1.0154,,,QSO,154.69,70.7,1.01545,Wakker,14772,LD5Z06,SN=N:11.0,v3.1.8,nightonly=TODO,IGMPARS=yes,FPN=yes
CSO1245,Lya,"7043, 7113",9,7077,177,12,5.20E+13,6.29E+12,27.1,1.9,45.2,3.1,"blended with Lyd, Lya@7139",1.0154,,,QSO,154.69,70.7,1.01545,Wakker,14772,LD5Z06,SN=N:11.0,v3.1.8,nightonly=TODO,IGMPARS=yes,FPN=yes
CSO1245,Lya,"7113, 7195",1,7139,204,14,7.55E+13,1.12E+13,24.9,2.8,41.5,4.6,blended with Lya@7077,1.0154,,,QSO,154.69,70.7,1.01545,Wakker,14772,LD5Z06,SN=N:11.0,v3.1.8,nightonly=TODO,IGMPARS=yes,FPN=yes
TON52,,,,,,,,,,,,,,,,,QSO,195.41,66.25,0.43572,Tumlinson,12248,LBHO73,"SN=N:10.9,C:11.2",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
PKS0202-76,,,,,,,,,,,,,,,,,QSO,297.55,-40.04,0.38939,Misawa,12263,LBK201,"SN=N:10.9,C:9.1",v3.1.1,nightonly=TODO,IGMPARS=no,FPN=no
FBS1526+659,,,,,,,,,,,,,,,,,QSO,101.77,44.38,0.345,Wakker,12276,LBI603,SN=N:10.8,v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
RX_J1125.0+2513,,,,,,,,,,,,,,,,,QSO,213.69,70.55,0.2715,Wakker,14772,LD5Z21,SN=N:10.7,v3.1.8,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ141949.40+060654.0,,,,,,,,,,,,,,,,,QSO,351.92,60.28,1.64892,Heckman,13473,LC9F01,"SN=N:10.6,C:6.9",v3.0,nightonly=done,IGMPARS=yes,FPN=none
SDSSJ115552.80+292238.0,,,,,,,,,,,,,,,,,QSO,199.27,77.57,0.51993,Heckman,12603,LBS336,SN=N:10.6,v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
SDSSJ120721.00+262428.0,,,,,,,,,,,,,,,,,QSO,214.62,80.14,0.32249,Tumlinson,12248,LBHO55,"SN=N:10.5,C:8.2",v3.0,nightonly=TODO,IGMPARS=yes,FPN=yes
KAZ238,,,,,,,,,,,,,,,,,Sey,110.96,-28.35,0.0431,Lehner,14268,LCXV09-10,"SN=N:10.5,C:9.5",v3.1.7,nightonly=done,IGMPARS=yes,FPN=yes
CSO434,,,,,,,,,,,,,,,,,QSO,78.58,66.66,0.87472,Tumlinson,11598,LB5N23,"SN=N:10.5,C:7.3",v3.1.1,nightonly=TODO,IGMPARS=yes,FPN=msys
RX_J1131.1+2632,,,,,,,,,,,,,,,,,QSO,210.24,72.1,0.244,Wakker,14772,LD5Z22,SN=N:10.4,v3.2.1,nightonly=TODO,IGMPARS=yes,FPN=yes
LBQS1019+0147,,,,,,,,,,,,,,,,,QSO,242.16,46.07,0.79032,Tumlinson,11598,LB5N29,"SN=N:10.3,C:7.8",v3.1.1,nightonly=TODO,IGMPARS=no,FPN=no
