AGNname,galaxyName,degreesJ2000RA_DecAGN,degreesJ2000RA_DecGalaxy,impactParameter (kpc),vcorrGalaxy (km/s),distGalaxy (Mpc),majorAxis (kpc),minorAxis (kpc),Lstar,inclination (deg),positionAngle (deg),RC3pa (deg),azimuth (deg),RC3type,morphology,galaxyRedshift,AGNredshift,spectrumStatus,groups_dist_std (Mpc)
SDSSJ143004.07+022213.3,NGC5638,"('217.51667', '2.37028')","('217.41823', '3.23332')",366.8798283,1930.97,24.2,17.48,15.03,1.3125,30,130,150,43.5,.E.1...,E1,0.005591,0.353248,RT,[]
RX_J1429.6+0321,NGC5638,"('217.41958', '3.35722')","('217.41823', '3.23332')",52.33469928,1930.97,24.2,17.48,15.03,1.3125,30,130,150,50.6,.E.1...,E1,0.005591,0.253,RT,[]
CG963,SDSSJ130235.52+284442.8,"('195.60625', '28.85861')","('195.64804', '28.74524')",187.8318322,6413.59,90.33219934,17.46,7.33,0.1775,65,142,x,20.1,x,Sb,0.020441,0.022,DG,[]
QSO1500-4140,RFGC2937,"('225.89167', '-41.87333')","('228.55767', '-46.80794')",412.3759739,622.29,4.467,17.46,1.74,0.0008,84,x,38,59.9,.SA.7*/,Sd,0.001741,0.335,RT,[]
QSO1502-4154,RFGC2937,"('225.73', '-41.90833')","('228.55767', '-46.80794')",413.1610529,622.29,4.467,17.46,1.74,0.0008,84,x,38,61.2,.SA.7*/,Sd,0.001741,1.026,RT,[]
LBQS0302-0019,2MASXJ03045113-0003050,"('46.20792', '0.13694')","('46.21304', '-0.05133')",428.3983619,9253.1,130.3253128,17.44,11.16,1.9775,50,110,x,68.4,x,NLAGN,0.031618,3.294,RT,[]
KAZ447,CGCG299-048NED02,"('255.87042', '61.68583')","('255.81215', '61.45117')",349.2130958,6011.99,84.67593969,17.37,10.42,x,53,90,x,83.3,x,x,0.01969,0.0773,SP,[]
SBS0924+606B,UGC05053,"('142.15833', '60.4225')","('142.53113', '60.13961')",280.2202199,3373.5,47.5141453,17.37,7.47,0.0298,64,67,x,80,x,Sdm:,0.010711,0.295,DG,[]
RX_J1210.6+3157,NGC4062,"('182.65708', '31.95194')","('181.01596', '31.89581')",396.2422635,1040.46,16.286,17.35,6.59,1.2876,67,100,100,12.3,.SAS5..,SA(s)c         HII,0.002528,0.389,DG,[]
SDSSJ104843.50+130605.0,NGC3389,"('162.18125', '13.10139')","('162.11629', '12.53319')",212.4000064,1581.95,21.286,17.34,8.05,x,62,x,112,74.4,.SAS5..,SA(s)c,0.004364,0.219,RT,[]
SDSSJ104816.30+120735.0,NGC3389,"('162.06792', '12.12639')","('162.11629', '12.53319')",152.1467983,1581.95,21.286,17.34,8.05,x,62,x,112,74.6,.SAS5..,SA(s)c,0.004364,0.291,RT,[]
SDSSJ104709.80+130454.0,NGC3389,"('161.79083', '13.08167')","('162.11629', '12.53319')",235.4184219,1581.95,21.286,17.34,8.05,x,62,x,112,38,.SAS5..,SA(s)c,0.004364,0.4,RT,[]
SDSSJ105125.80+124746.0,NGC3389,"('162.8575', '12.79611')","('162.11629', '12.53319')",285.8725554,1581.95,21.286,17.34,8.05,x,62,x,112,42,.SAS5..,SA(s)c,0.004364,1.281,NP,[]
CG963,2MASXJ13011575+2852202,"('195.60625', '28.85861')","('195.31567', '28.87218')",464.8634557,7420.63,104.5159535,17.33,7.28,0.2922,65,10,x,83.1,x,Sb,0.0238,0.022,DG,[]
SDSSJ154121.50+281706.0,SDSSJ154045.34+281725.5,"('235.33958', '28.285')","('235.18895', '28.29044')",318.3640385,9755.74,137.404814,17.27,6.39,0.8105,68,179,x,86.7,x,x,0.031867,0.376,RT,[]
RX_J0951.4+3542,SDSSJ095133.80+354208.4,"('147.84917', '35.71333')","('147.89083', '35.70233')",74.29976295,8496.99,119.675886,17.26,4.49,x,74,33,x,75,x,x,0.027595,0.398,RT,[]
SDSSJ123647.80+060048.0,NGC4586,"('189.19917', '6.01333')","('189.61833', '4.31908')",484.2277124,1090.26,15.9,17.25,7.25,0.3594,65,115,115,51.2,.SAS1*/,SA(s)a: sp     Sy,0.002648,1.278,RT,[]
NGC4214,NGC4395,"('183.91417', '36.32667')","('186.45359', '33.54693')",272.1859033,599.79,4.491,17.24,14.37,0.0028,33,x,147,3.4,.SAS9*.,SA(s)m:;LINER  Sy1.8,0.001064,0.001,DG,[]
KISSR40,NGC4395,"('185.59833', '29.44361')","('186.45359', '33.54693')",326.6649587,599.79,4.491,17.24,14.37,0.0028,33,x,147,43.3,.SAS9*.,SA(s)m:;LINER  Sy1.8,0.001064,0.0262,DG,[]
CSO395,NGC4395,"('182.81083', '36.96083')","('186.45359', '33.54693')",354.8577744,599.79,4.491,17.24,14.37,0.0028,33,x,147,7.4,.SAS9*.,SA(s)m:;LINER  Sy1.8,0.001064,0.169,DG,[]
SDSSJ091235.40+295725.0,SDSSJ091157.97+295700.8,"('138.1475', '29.95694')","('137.99154', '29.95022')",269.573942,8105.42,114.1609028,17.24,5.35,0.1911,71,22,x,65.2,x,x,0.026368,0.305,DG,[]
FBQSJ1220+3853,NGC4395,"('185.14625', '38.88778')","('186.45359', '33.54693')",426.7004608,599.79,4.491,17.24,14.37,0.0028,33,x,147,22.2,.SAS9*.,SA(s)m:;LINER  Sy1.8,0.001064,0.377,DG,[]
RX_J1210.6+3157,NGC4395,"('182.65708', '31.95194')","('186.45359', '33.54693')",279.7383886,599.79,4.491,17.24,14.37,0.0028,33,x,147,83.3,.SAS9*.,SA(s)m:;LINER  Sy1.8,0.001064,0.389,DG,[]
KUV12390+2909,NGC4395,"('190.37333', '28.87')","('186.45359', '33.54693')",450.9472151,599.79,4.491,17.24,14.37,0.0028,33,x,147,3.3,.SAS9*.,SA(s)m:;LINER  Sy1.8,0.001064,0.589,RT,[]
TON133,NGC4395,"('192.75125', '30.42833')","('186.45359', '33.54693')",484.664473,599.79,4.491,17.24,14.37,0.0028,33,x,147,27.1,.SAS9*.,SA(s)m:;LINER  Sy1.8,0.001064,0.653,PL,[]
FBS1242+342,NGC4395,"('191.29708', '33.93611')","('186.45359', '33.54693')",317.1354274,599.79,4.491,17.24,14.37,0.0028,33,x,147,62.5,.SAS9*.,SA(s)m:;LINER  Sy1.8,0.001064,0.71,DG,[]
CG192,NGC4395,"('190.98125', '29.37139')","('186.45359', '33.54693')",445.7159852,599.79,4.491,17.24,14.37,0.0028,33,x,147,10.4,.SAS9*.,SA(s)m:;LINER  Sy1.8,0.001064,0.0574,DG,[]
US2816,SDSSJ114225.78+301549.5,"('175.55125', '30.27028')","('175.60742', '30.26377')",121.4628171,10094.59,142.177349,17.23,8.44,0.1993,60,138,x,40.4,x,x,0.032733,0.479,RT,[]
CSO327,SDSSJ111155.20+352947.3,"('168.16292', '35.65778')","('167.98004', '35.49647')",449.2141294,8328.33,117.3004599,17.19,5.5,0.1109,71,140,x,82.7,x,x,0.026897,0.636,DG,[]
HE0241-3043,2dFGRSS393Z148,"('40.90708', '-30.51333')","('40.71194', '-30.21257')",403.4488411,4761.56,67.06424215,17.17,3.9,0.1958,76,x,x,x,x,S,0.016695,0.67,NP,[]
LBQS1238+1006,NGC4608,"('190.14792', '9.82806')","('190.30536', '10.15566')",106.2729772,2163.1,16.799999,17.15,8.92,0.7328,58,25,-99,0.3,.LBR0..,SB(r)0^0^,0.006218,1.045,RT,[]
PG1341+258,SDSSJ134332.10+253157.7,"('205.98667', '25.64667')","('205.88375', '25.53269')",321.4996917,8897.25,125.3133897,17.13,8.75,x,59,x,x,x,x,x,0.028749,0.087,PL,[]
LBQS1222+1235,IC3358,"('186.30375', '12.31')","('186.7264', '11.66397')",446.0796377,2365.93,33.32290482,17.12,10.62,0.0442,51,120,-99,27.4,.E?....,"dE,N",0.006891,0.415,RT,[]
PKS0232-04,MCG-01-07-020,"('38.78', '-4.03472')","('37.67225', '-3.81192')",397.4679608,1364.17,20.200001,17.12,13.35,0.1743,38,x,-99,x,.SBS8*.,SB(s)dm:,0.0054,1.45,DG,"[('LGG60', '18.1643266129', '1.71116964201')]"
NGC4486,NGC4461,"('187.70625', '12.39111')","('187.26256', '13.18376')",264.7893765,2230.99,16.799999,17.1,6.84,0.0599,66,x,9,37.7,.LBS+*.,SB(s)0+:,0.006441,0.0044,PL,[]
LBQS1222+1235,NGC4461,"('186.30375', '12.31')","('187.26256', '13.18376')",375.2693814,2230.99,16.799999,17.1,6.84,0.0599,66,x,9,38,.LBS+*.,SB(s)0+:,0.006441,0.415,RT,[]
SDSSJ151507.40+065708.0,2MASXJ15145997+0648165,"('228.78083', '6.95222')","('228.74971', '6.80465')",276.552705,7461.83,105.0961487,17.07,7.17,3.1268,65,70,x,58.2,x,x,0.024143,0.268,RT,[]
RX_J0714.5+7408,UGC03730NED02,"('108.65083', '74.13639')","('108.58467', '73.47342')",458.0276725,2809.38,39.56875494,17.07,10.93,0.3616,50,5,165,3.4,.RING..,Ring,0.0091,0.371,SP,[]
HE0241-3043,2dFGRSS392Z004,"('40.90708', '-30.51333')","('40.60088', '-30.32122')",476.2030207,5932.41,83.55507644,17.01,13.61,0.2651,36,x,76,50.1,.L...?P,x,0.0206,0.67,NP,[]
US136,SDSSJ130114.96+283118.3,"('195.25333', '28.32889')","('195.31233', '28.52175')",428.3586201,8725.12,122.8890689,17.01,13.77,1.2101,35,36,x,20.9,x,Sb,0.02815,1.36,PL,[]
NGC4696,MCG-07-27-004,"('192.20542', '-41.31111')","('193.01307', '-41.45991')",421.9947938,4118.37,38.75,16.91,7.89,1.139,62,x,112,8.2,.E+....,E+,0.013159,0.01,PL,"[('LGG308', '55.2372932433', '2.94828436058')]"
SDSSJ121640.60+071224.0,NGC4191,"('184.16917', '7.20667')","('183.46002', '7.2009')",491.3636308,2841.01,40.01425288,16.84,10.78,0.7392,50,0,5,89.5,.L.....,S0,0.008483,0.587,RT,[]
SDSSJ154427.20+274324.0,SDSSJ154437.75+273229.0,"('236.11333', '27.72333')","('236.15729', '27.54139')",457.4177548,10000.85,140.8570831,16.83,7.4,x,63,165,x,2.9,x,x,0.032693,0.163,RT,[]
LBQS1222+0901,IC3322,"('186.33417', '8.74722')","('186.47542', '7.55478')",417.6877787,1476.67,19.933,16.82,4.04,0.3344,76,155,156,18.3,.SXS6*/,SAB(s)cd: sp   HII,0.003928,0.535,RT,[]
MRK1014,SDSSJ020017.78+003715.5,"('29.95917', '0.39472')","('30.07412', '0.62098')",476.5102478,7638.18,107.5800139,16.8,6.55,0.32,67,148,x,58.9,x,x,0.026371,0.163,SP,[]
SDSSJ121903.98+152608.5,NGC4237,"('184.76625', '15.43556')","('184.29758', '15.32398')",190.9087937,1166.47,23.5,16.8,10.42,0.875,51,105,108,28.9,.SXT4..,SAB(rs)bc;Sy   LINER,0.002892,0.1957,DG,[]
RX_J1221.0+1554,NGC4237,"('185.26042', '15.91306')","('184.29758', '15.32398')",450.5831227,1166.47,23.5,16.8,10.42,0.875,51,105,108,47.5,.SXT4..,SAB(rs)bc;Sy   LINER,0.002892,0.231,RT,[]
HE0429-5343,NGC1596,"('67.66667', '-53.61556')","('66.90879', '-55.02781')",402.9030663,1371.5,15.6,16.79,4.54,0.5351,74,x,20,2.3,.LA..*/,SA0: sp,0.005037,0.04,SP,"[('LGG114', '18.6300428986', '1.72617861283')]"
SDSSJ112224.10+031802.0,2MASXJ11223041+0315459,"('170.60042', '3.30056')","('170.62667', '3.26275')",104.1341219,9208.21,129.6930657,16.79,9.4,2.3632,55,135,x,10.3,x,x,0.029767,0.475,NP,[]
MRC2251-178,HIPASSJ2254-18,"('343.52458', '-17.58194')","('343.6474', '-18.00054')",319.5117248,2990.54,42.12023615,16.78,10.07,0.1308,53,40,40,55.6,.IBS9..,IB(s)m,0.010898,0.0661,SP,[]
US136,SDSSJ130022.19+281449.5,"('195.25333', '28.32889')","('195.09246', '28.2471')",331.7994788,8251.64,116.2203431,16.78,7.38,0.0916,63,36,x,24,x,SAa,0.026568,1.36,PL,[]
3C218,MCG-02-24-012,"('139.52375', '-12.09528')","('140.16404', '-12.60383')",368.6220034,2082.33,26.200001,16.77,12.19,0.076,43,x,x,x,x,IAB(s)m,0.006341,0.054,NP,[]
SDSSJ130429.10+311308.0,SDSSJ130325.74+311903.2,"('196.12125', '31.21889')","('195.85728', '31.31757')",485.9009896,8026.56,113.0501806,16.77,4.19,0.118,75,84,x,29.6,x,x,0.025836,0.804,PL,[]
HE0429-5343,NGC1617,"('67.66667', '-53.61556')","('67.91471', '-54.60228')",233.2602858,926.5,13.4,16.76,8.19,0.7621,60,x,107,64.5,.SBS1..,(R')SAB(rs)a,0.003546,0.04,SP,[]
RBS567,NGC1617,"('69.91125', '-53.19194')","('67.91471', '-54.60228')",429.495277,926.5,13.4,16.76,8.19,0.7621,60,x,107,66.7,.SBS1..,(R')SAB(rs)a,0.003546,0.243,SP,[]
HE0435-5304,NGC1617,"('69.21167', '-52.98028')","('67.91471', '-54.60228')",419.5154613,926.5,13.4,16.76,8.19,0.7621,60,x,107,81.3,.SBS1..,(R')SAB(rs)a,0.003546,0.4262,SP,[]
NGC4670,NGC4747,"('191.32083', '27.12528')","('192.94147', '25.77707')",425.1887735,1480.97,12.3,16.75,2.35,0.0644,82,30,30,76.9,.SB6$/P,SBcd? pec sp,0.003969,0.0036,DG,[]
SDSSJ125846.70+242739.0,NGC4747,"('194.69458', '24.46083')","('192.94147', '25.77707')",442.6606407,1480.97,12.3,16.75,2.35,0.0644,82,30,30,80.5,.SB6$/P,SBcd? pec sp,0.003969,0.371,PL,[]
RX_J1500.5+5517,SBS1459+555,"('225.12833', '55.28583')","('225.13083', '55.36944')",165.7345785,8062.56,113.5572108,16.75,6.2,0.6245,68,179,x,2,x,x,0.026274,0.4048,SP,[]
UM228,CGCG383-002,"('5.25417', '0.87972')","('5.39702', '1.16561')",408.0501663,5194.12,73.15665586,16.74,6.36,0.4123,67,140,x,66.5,x,S0,0.018295,0.098,NP,[]
LBQS1222+1235,NGC4294,"('186.30375', '12.31')","('185.32429', '11.51044')",391.6672854,654.81,17.98,16.74,6.28,0.0069,68,x,155,75.1,.SBS6..,SB(s)cd        HII,0.001184,0.415,RT,[]
RX_J1218.8+1015,NGC4294,"('184.71042', '10.26528')","('185.32429', '11.51044')",434.1254036,654.81,17.98,16.74,6.28,0.0069,68,x,155,50.9,.SBS6..,SB(s)cd        HII,0.001184,0.542,RT,[]
SDSSJ131802.10+262830.0,FGC1587,"('199.50875', '26.475')","('199.17524', '26.13183')",475.4990691,4249.96,59.8585884,16.72,1.57,x,84,x,x,x,x,Sd,0.013222,1.235,RT,[]
NGC4449,UGC07996,"('187.0475', '44.09444')","('192.72109', '41.12046')",458.4758749,571.24,5.126,16.7,13.57,0.0005,35,x,105,21.1,RSAR2..,(R)SA(r)ab;Sy2 LINER,0.001027,0.00068,DG,"[('GH94', '17.4955843309', '5.4778720986'), ('LGG290', '10.5679644633', '1.63659764851')]"
CSO395,KUG1208+372,"('182.81083', '36.96083')","('182.76063', '36.99831')",98.22160404,7279.35,102.5260523,16.7,15.7,5.2814,20,165,x,31.9,x,Spiral,0.023371,0.169,DG,[]
NGC4670,2MASXJ12444262+2700499,"('191.32083', '27.12528')","('191.17753', '27.01385')",301.1782758,7232.22,101.8622632,16.69,12.35,1.3279,42,15,x,33.9,x,x,0.023155,0.0036,DG,[]
RX_J1236.0+2641,IC3531,"('189.01708', '26.69333')","('188.7356', '26.62657')",457.2071959,7146.32,100.6524135,16.69,14.35,0.1046,30,80,x,4.9,x,x,0.022867,0.209,DG,[]
US143,2MASXJ13003334+2749266,"('195.36708', '27.85194')","('195.13901', '27.82427')",423.9023231,8471.18,119.3123957,16.66,10,0.2505,53,170,x,87.8,x,S0,0.027299,0.243,PL,[]
SDSSJ123426.80+072411.0,SDSSJ123514.45+070814.9,"('188.61167', '7.40306')","('188.81025', '7.13748')",482.4368664,5935.28,83.59556188,16.66,4.33,0.1416,74,10,x,46.6,x,x,0.018803,0.844,RT,[]
TON694,AGC221465,"('195.80417', '28.18556')","('195.54879', '28.17239')",409.3081255,9236.44,104,16.64,11.8,0.1102,44,x,x,x,x,Irr,0.029854,1.302,PL,[]
NGC4593,2MASXJ12401447-0523294,"('189.91417', '-5.34417')","('190.06038', '-5.39164')",259.8299914,6903.31,97.22972681,16.59,9.96,0.9078,53,115,x,6.9,x,x,0.022079,0.009,SP,[]
SDSSJ143004.07+022213.3,UGC09310,"('217.51667', '2.37028')","('217.50458', '3.22056')",448.2188129,2100.73,30.200001,16.56,4.64,0.2332,73,163,x,16.2,x,SBdm,0.006158,0.353248,RT,"[('LGG386', '27.376142128', '1.64874132751'), ('UZC637', '27.4013289943', '2.04587386551')]"
IRAS01477+1254,2MASXJ01493352+1314007,"('27.61833', '13.14944')","('27.3897', '13.23336')",278.7062832,4765.96,67.12613687,16.56,11.26,1.3627,47,5,x,74.3,x,x,0.016734,0.147,DG,[]
RX_J1429.6+0321,UGC09310,"('217.41958', '3.35722')","('217.50458', '3.22056')",84.78962828,2100.73,30.200001,16.56,4.64,0.2332,73,163,x,14.8,x,SBdm,0.006158,0.253,RT,"[('LGG386', '27.376142128', '1.64874132751'), ('UZC637', '27.4013289943', '2.04587386551')]"
KISSR1567,NGC5023,"('201.2275', '43.79889')","('198.0525', '44.04122')",360.3027664,659.81,8.977,16.55,4.3,0.0906,74,26,28,70,.S..6*/,Scd,0.001358,0.04305,RT,[]
NGC4486,IC0794,"('187.70625', '12.39111')","('187.03589', '12.09329')",388.9992081,2198.96,30.97133776,16.55,11.25,0.0199,47,100,110,34.5,.E+..*.,dE3,0.006334,0.0044,PL,[]
FBS1324+448,NGC5023,"('201.76708', '44.58444')","('198.0525', '44.04122')",425.0052919,659.81,8.977,16.55,4.3,0.0906,74,26,28,52.4,.S..6*/,Scd,0.001358,0.331,DG,[]
LBQS1222+1235,IC0794,"('186.30375', '12.31')","('187.03589', '12.09329')",404.1675126,2198.96,30.97133776,16.55,11.25,0.0199,47,100,110,6.9,.E+..*.,dE3,0.006334,0.415,RT,[]
MRK259,NGC5023,"('202.18458', '43.93083')","('198.0525', '44.04122')",466.0872637,659.81,8.977,16.55,4.3,0.0906,74,26,28,66.1,.S..6*/,Scd,0.001358,0.0279,DG,[]
CSO1308,SDSSJ122145.78+455155.1,"('185.27875', '45.81444')","('185.44075', '45.86531')",215.6892269,7087.74,99.82730971,16.54,8.27,0.1922,60,129,x,63.3,x,x,0.022801,0.525,RT,[]
PG1211+143,NGC4168,"('183.57375', '14.05361')","('183.07195', '13.20519')",477.800897,2514.4,27.975,16.52,12.86,0.0171,38,x,-99,x,.E.2...,E2             Sy1.9,0.007388,0.0804,SP,[]
HS1003+3719,UGC05391,"('151.54417', '37.08722')","('150.421', '37.24744')",409.4293931,1797.07,25.799999,16.51,6,x,68,x,170,69.9,.S..9..,Sm,0.005234,3.202,PL,[]
CSO1308,NGC4346,"('185.27875', '45.81444')","('185.86642', '46.99383')",340.6263591,1018.51,15.65,16.49,5.28,0.0433,71,100,99,80.8,.L..../,SB0           LINER2,0.002568,0.525,RT,[]
PG1148+549,NGC3998,"('177.83542', '54.62583')","('179.48389', '55.45359')",391.2640792,1259.77,17.85,16.49,12.87,1.2457,38,130,140,80.9,.LAR0$.,SA(r)0^0^?;Sy1;LINER,0.003469,0.969,SP,[]
SDSSJ125124.60+055420.0,SDSSJ125119.33+055015.4,"('192.8525', '5.90556')","('192.83056', '5.83762')",131.4761384,7495.08,105.5645601,16.48,11.37,0.0679,46,133,x,64.8,x,x,0.024014,1.378,RT,[]
LBQS1220+1006,NGC4356,"('185.80042', '9.83861')","('186.06054', '8.53586')",469.0743079,1437.09,20.24075843,16.41,2.62,0.1598,80,40,40,51.1,.S..6*.,Sc;LINER       HII,0.003796,0.276,RT,[]
LBQS1222+0901,NGC4356,"('186.33417', '8.74722')","('186.06054', '8.53586')",121.2774411,1437.09,20.24075843,16.41,2.62,0.1598,80,40,40,12,.S..6*.,Sc;LINER       HII,0.003796,0.535,RT,[]
RX_J1223.2+0922,NGC4356,"('185.82417', '9.38556')","('186.06054', '8.53586')",311.2978319,1437.09,20.24075843,16.41,2.62,0.1598,80,40,40,55.3,.S..6*.,Sc;LINER       HII,0.003796,0.681,RT,[]
SDSSJ121903.98+152608.5,NGC4350,"('184.76625', '15.43556')","('185.99111', '16.69341')",473.8380393,1499.33,15.76,16.4,5.25,0.0394,71,30,28,13.2,.LA.../,SA0            LINER,0.004003,0.1957,DG,[]
RX_J1221.0+1554,NGC4350,"('185.26042', '15.91306')","('185.99111', '16.69341')",288.5903592,1499.33,15.76,16.4,5.25,0.0394,71,30,28,12,.LA.../,SA0            LINER,0.004003,0.231,RT,[]
SDSSJ104709.80+130454.0,SDSSJ104641.46+130023.3,"('161.79083', '13.08167')","('161.67278', '13.00649')",229.6392264,6799.08,95.76162317,16.4,5.41,0.1464,70,25,x,31.8,x,Im,0.02177,0.4,RT,[]
PHL1226,NGC0718,"('28.61667', '4.80556')","('28.30542', '4.19583')",255.5272132,1466.64,21.4,16.39,10.49,0.6871,50,150,45,57,.SXS1..,SAB(s)a,0.005781,0.404,DG,[]
CSO395,SDSSJ121131.82+365133.9,"('182.81083', '36.96083')","('182.88261', '36.85942')",216.3407762,7552.68,106.3757579,16.38,5.24,0.1909,71,167,x,16.5,x,x,0.024279,0.169,DG,[]
US143,SDSSJ130051.15+280249.6,"('195.36708', '27.85194')","('195.21314', '28.04713')",394.4827613,6745.83,95.01175998,16.38,14.57,0.104,27,14,-99,48.9,.E.5...,E/S0,0.021545,0.243,PL,[]
US136,SDSSJ130051.15+280249.6,"('195.25333', '28.32889')","('195.21314', '28.04713')",470.9116909,6745.83,95.01175998,16.38,14.57,0.104,27,14,-99,6.8,.E.5...,E/S0,0.021545,1.36,PL,[]
LBQS1222+0901,NGC4488,"('186.33417', '8.74722')","('187.71406', '8.35999')",443.1709516,1271.01,17.90150239,16.29,5.86,0.0141,68,150,5,44.1,.SBS0P*,SB(s)0/a pec:,0.003242,0.535,RT,[]
SDSSJ123426.80+072411.0,NGC4488,"('188.61167', '7.40306')","('187.71406', '8.35999')",408.1201774,1271.01,17.90150239,16.29,5.86,0.0141,68,150,5,12.9,.SBS0P*,SB(s)0/a pec:,0.003242,0.844,RT,[]
SBS1337+542,UGC08658,"('204.80167', '53.92444')","('205.16608', '54.33286')",286.7581294,2245.34,35.65,16.28,9.77,1.137,53,105,110,77.3,.SXT5..,SAB(rs)c,0.006768,0.295,PL,[]
SDSSJ151237.15+012846.0,UGC09746,"('228.155', '1.47944')","('227.56896', '1.93427')",357.0526007,1958.53,27.58486375,16.13,3.87,0.1492,76,135,140,7.2,.S..4*.,Sbc:,0.005787,0.265,RT,"[('LGG393', '28.8064340933', '2.35090202524'), ('UZC677', '26.3126112118', '3.92483881156')]"
US143,2MASXJ13011519+2740091,"('195.36708', '27.85194')","('195.31335', '27.66924')",342.1277394,7372.27,103.8347611,16.11,6.77,0.0923,65,130,x,64.6,x,SA0,0.023633,0.243,PL,[]
PG1112+431,SDSSJ111605.41+430415.8,"('168.775', '42.83056')","('169.02254', '43.07106')",489.5098631,6613.27,93.14459267,16.1,8.05,0.5302,60,170,x,47,x,x,0.021228,0.3006,SP,[]
NGC3256,MCG-07-22-003,"('156.96375', '-43.90333')","('156.19775', '-43.96433')",411.9524116,3019.56,42.52902305,16.08,13.61,0.9057,32,x,-99,x,PLAS-*.,(R')SA(s)0-:,0.009623,0.0091,RT,[]
PKS2005-489,IC4943,"('302.35583', '-48.83139')","('301.61775', '-48.37561')",429.4886119,2837.24,36.85,16.08,11.79,0.8219,42,x,38,84.8,.E...P*,E pec:,0.009904,0.071,SP,"[('LGG430', '40.1078771145', '2.37473714318')]"
FBS1324+448,SDSSJ132630.13+444428.0,"('201.76708', '44.58444')","('201.62558', '44.74113')",394.9788848,8628.02,121.5213633,16.08,11.09,0.1846,46,13,x,45.7,x,x,0.027953,0.331,DG,[]
NGC3690,NGC3690NED01,"('172.12458', '58.56111')","('172.12925', '58.56131')",1.963879282,3268.83,46.0399058,16.07,13.39,0.0107,33,x,32,53.3,.......,SBm? pec       HII,0.01022,0.0104,DG,[]
US143,2MASXJ13014616+2757277,"('195.36708', '27.85194')","('195.44247', '27.95779')",153.5052143,4992.8,70.32113626,16.06,11.56,0.0732,43,105,x,72.8,x,Elliptical,0.015697,0.243,PL,[]
TON694,2MASXJ13014616+2757277,"('195.80417', '28.18556')","('195.44247', '27.95779')",481.2269643,4992.8,70.32113626,16.06,11.56,0.0732,43,105,x,50.5,x,Elliptical,0.015697,1.302,PL,[]
US136,2MASXJ13014616+2757277,"('195.25333', '28.32889')","('195.44247', '27.95779')",499.3459406,4992.8,70.32113626,16.06,11.56,0.0732,43,105,x,50.8,x,Elliptical,0.015697,1.36,PL,[]
NGC4486,NGC4371,"('187.70625', '12.39111')","('186.23096', '11.70421')",456.6915926,1242.92,16.375,16.04,12.19,0.8355,40,155,95,89.5,.LBR+..,SB(r)0+,0.003146,0.0044,PL,[]
NGC4696,MCG-07-26-042,"('192.20542', '-41.31111')","('191.60846', '-40.75253')",460.2025047,4914.88,36.75,16.04,9.62,0.7576,53,x,93,48.2,RLA.0*.,(R)SA0^0^:,0.015804,0.01,PL,"[('LGG305', '67.1444585549', '2.91378094773')]"
LBQS1222+1235,NGC4371,"('186.30375', '12.31')","('186.23096', '11.70421')",174.3249917,1242.92,16.375,16.04,12.19,0.8355,40,155,95,31.7,.LBR+..,SB(r)0+,0.003146,0.415,RT,[]
SDSSJ154121.50+281706.0,2MASXJ15410076+2819224,"('235.33958', '28.285')","('235.25313', '28.32305')",206.3268361,9863.51,138.9226384,16.03,11.22,x,45,110,x,6.6,x,x,0.032227,0.376,RT,[]
CSO1308,MCG+08-23-011,"('185.27875', '45.81444')","('185.24833', '46.11712')",447.518841,6000,84.50708371,16.02,11.85,x,42,20,x,24,x,E0;cand. dwarf,0.019178,0.525,RT,[]
MRK272,UGC08656,"('205.5', '42.76')","('205.12425', '42.99269')",275.9457505,3113.79,43.8561663,16.01,4.16,0.0077,74,35,x,84.9,x,S,0.009556,0.0347,DG,[]
MRK817,UGC09391,"('219.09208', '58.79444')","('218.65425', '59.33781')",341.9949588,2098.39,33.317,16,9.44,0.2556,53,20,20,42.7,.SB.8..,SBdm,0.006384,0.0315,SP,[]
HS1119+5812,NGC3625,"('170.68708', '57.92833')","('170.13058', '57.78141')",174.3829348,2146.16,30.22754379,15.99,5.44,0.393,70,150,148,86.4,.SXS3*.,SAB(s)b:,0.006471,0.9,DG,[]
LBQS0302-0019,UGC02522,"('46.20792', '0.13694')","('46.23776', '0.21682')",177.806043,8482.49,119.4717341,15.99,5.21,x,71,x,x,x,x,Sb,0.029046,3.294,RT,[]
RX_J1429.6+0321,2MASXJ14300187+0323520,"('217.41958', '3.35722')","('217.50782', '3.39782')",244.4347312,10251.89,144.3927535,15.96,15.96,x,0,90,x,24.7,x,x,0.033346,0.253,RT,[]
1H0419-577,APMBGC157+004+115,"('66.50333', '-57.20028')","('66.09964', '-57.11457')",450.0903689,7787.6,109.6845302,15.95,12.76,0.6715,36,x,x,x,x,S,0.026435,0.104,SP,[]
PG1307+085,SDSSJ130918.61+083008.6,"('197.44583', '8.32972')","('197.32755', '8.50239')",385.842234,7525.22,105.9890184,15.95,4.47,0.0571,73,179,x,33.1,x,x,0.02412,0.155,SP,[]
TON576,2MASXJ11173223+2628397,"('169.47625', '26.57111')","('169.38448', '26.47785')",257.2382695,8421.68,118.6152371,15.93,9.56,0.1759,53,70,x,28.6,x,x,0.027159,0.422,DG,[]
RX_J0949.8+3902,CGCG210-041,"('147.47083', '39.03444')","('147.47124', '38.9067')",174.1580999,5546.21,78.11564916,15.91,14.32,x,25,160,x,19.9,x,x,0.017772,0.36,DG,[]
